MANDT,VBELN,WADAT,LFUHR,ERDAT,ERNAM
SC1,6046251b-e603-4efd-9025-68802932cbab,2010-03-30 21:03:17,2010-03-30 21:03:17,2010-03-21 13:39:45,Tony Stark
SC1,c8399fe6-f97a-4a9e-ace1-512dad01a897,2015-07-10 00:31:11,2015-07-13 03:33:23,2015-06-18 15:53:20,Leia Organa
SC1,cd7ee464-cb51-4591-9c3e-e9b4a523fcf6,2016-10-19 12:19:30,2016-10-19 12:19:30,2016-09-20 22:13:19,Rick Blaine
SC1,fcf0deda-8551-449d-9f09-0019bd08713c,2019-09-23 22:38:30,2019-09-26 01:17:37,2019-09-05 05:05:03,Jason Bourne
SC1,cff7ef87-8638-4dc9-a34b-55a95506da57,2014-11-17 00:14:50,2014-11-17 00:14:50,2014-10-30 22:17:09,Tony Stark
SC1,714c3a2e-e64b-4cf8-b25c-3b3fdedecece,2010-09-28 22:51:50,2010-09-28 22:51:50,2010-09-18 07:42:16,Michael Corleone
SC1,46c9289b-0235-4dee-8f94-feeae2bd3d37,2020-01-22 20:10:06,2020-01-22 20:10:06,2019-12-31 12:50:41,Hannibal Lecter
SC1,428fb2d5-daae-488c-a24c-213f28dc7196,2020-02-01 22:40:55,2020-02-05 06:18:05,2020-01-17 06:41:36,Tony Stark
SC1,b8960f8f-f922-4af9-b38d-440cbd028250,2013-07-13 02:34:37,2013-07-13 02:34:37,2013-07-05 13:57:50,Jack Dawson
SC1,94cb57cf-59cc-426c-876b-81849397b373,2010-04-19 09:46:55,2010-04-19 09:46:55,2010-04-09 14:26:14,Jack Dawson
SC1,2d55f4f5-c716-4270-bac2-e4e8e2fc0796,2019-01-15 03:21:11,2019-01-22 07:09:30,2019-01-11 18:42:15,Forrest Gump
SC1,d3ddf6b1-fba7-4a60-8306-90f3552e0984,2016-11-03 19:22:54,2016-11-05 14:44:17,2016-10-21 13:36:19,Dorothy Gale
SC1,a70046da-bf8c-45da-aafb-aafffafc73be,2011-02-05 18:36:58,2011-02-05 18:36:58,2011-01-10 15:35:51,Atticus Finch
SC1,1229bbad-861a-43af-9319-7eac024dbfd7,2015-09-22 22:43:47,2015-09-28 09:09:58,2015-09-18 20:06:02,Leia Organa
SC1,b497d587-1cc0-4489-807f-ac811a05ea91,2014-11-24 23:58:55,2014-11-24 23:58:55,2014-10-31 20:51:15,Jon Snow
SC1,8d1e55a8-0022-4eb7-a645-0e7d637db6d1,2011-01-22 17:04:29,2011-01-22 17:04:29,2011-01-02 20:35:05,Tony Montana
SC1,2506c4db-a67f-4973-8810-39b50c5db0e2,2018-07-09 14:27:52,2018-07-15 14:19:15,2018-06-15 10:11:02,James Bond
SC1,9e2b297b-0167-4e85-b488-e935c484c3c1,2017-07-02 02:50:22,2017-07-04 08:03:42,2017-06-15 21:10:32,Tyler Durden
SC1,1440c7d2-1e87-473d-aa29-e04ceac8ddb2,2016-08-16 08:42:59,2016-08-16 08:42:59,2016-07-17 14:19:58,Jack Dawson
SC1,a2ea2db6-9e60-4d48-a846-199a54b9def1,2010-03-31 02:23:33,2010-03-31 02:23:33,2010-03-01 12:59:25,Michael Corleone
SC1,4831cbb9-5a46-4a33-9b68-8c612eda091e,2011-11-03 03:37:37,2011-11-03 03:37:37,2011-10-15 18:35:49,Leia Organa
SC1,caa11b32-1ae5-4fc3-a1d1-f945a99df012,2013-01-05 17:45:48,2013-01-05 17:45:48,2013-01-04 04:26:38,Rocky Balboa
SC1,b4b286c9-99c1-4980-a71e-1d5eead3ac46,2010-11-28 23:11:43,2010-11-28 23:11:43,2010-11-08 13:46:00,Clarice Starling
SC1,400b4789-bff7-4fa2-9bdc-d1a239f38d94,2015-09-09 23:25:45,2015-09-09 23:25:45,2015-09-01 09:11:51,Rocky Balboa
SC1,bca8338e-1a05-489d-b75b-21a9ded6e097,2016-11-24 14:07:27,2016-11-24 14:07:27,2016-11-10 15:05:27,Norman Bates
SC1,15cc14ae-1421-4fad-92ce-ff0510a89acb,2013-05-17 07:13:55,2013-05-17 07:13:55,2013-04-18 04:56:11,Rick Blaine
SC1,793699b7-b736-4e7d-85e0-47f59d147999,2015-11-27 20:32:24,2015-11-27 20:32:24,2015-11-07 00:21:04,Leia Organa
SC1,4080af02-ea37-478d-a956-afaeb1be17b9,2017-04-23 11:15:45,2017-04-23 11:15:45,2017-03-28 02:06:01,Luke Skywalker
SC1,8cc45f59-fe30-417a-8e17-b813afedd1da,2014-11-12 01:06:15,2014-11-12 01:06:15,2014-10-23 22:29:41,Jon Snow
SC1,c8be4031-d785-46fc-bb34-61f5d417e3f2,2018-05-02 10:45:13,2018-05-02 10:45:13,2018-04-12 20:05:10,John Wick
SC1,1b4f6bdf-2e1b-4a97-b6fe-344e1f62d7ef,2019-09-18 23:59:02,2019-09-18 23:59:02,2019-09-10 23:47:59,Katniss Everdeen
SC1,8aa808cf-fbd4-4dda-ab27-c31964aa3017,2010-11-24 03:46:58,2010-11-24 03:46:58,2010-10-26 10:10:39,Jason Bourne
SC1,433b834b-f03a-4170-b7d0-dba25ca4388a,2015-11-15 04:32:03,2015-11-15 04:32:03,2015-11-05 08:47:35,Travis Bickle
SC1,d9d39e2b-04e6-4f4c-aebb-a460d7f62419,2010-07-04 15:05:51,2010-07-04 15:05:51,2010-06-05 08:50:15,Leia Organa
SC1,eb987db3-cca1-4abe-9e3b-09c0a84d7188,2017-09-18 23:57:16,2017-09-26 11:00:19,2017-09-14 02:36:34,Forrest Gump
SC1,eb3b9d50-b5db-4109-87b0-da27d20ad967,2018-01-08 18:18:32,2018-01-08 18:18:32,2017-12-30 11:58:10,Clarice Starling
SC1,4ac8d6be-7872-4e32-b99d-816f40e18061,2016-12-16 06:09:31,2016-12-16 06:09:31,2016-12-01 05:37:37,Frodo Baggins
SC1,92031c51-c172-4923-bf00-23e98cd1bd51,2012-03-16 21:44:05,2012-03-24 09:13:53,2012-03-12 08:05:50,Frodo Baggins
SC1,0b1fdfd7-52df-49d7-bb55-731d4fa445e1,2015-03-25 01:51:33,2015-03-31 03:41:17,2015-03-03 23:37:44,John Wick
SC1,4411abf4-59f6-460b-861e-2a0fd0167666,2018-12-28 20:32:00,2018-12-28 20:32:00,2018-12-17 08:48:00,Jack Dawson
SC1,aa8077ab-f2ea-4264-87f2-d344f7ea0f52,2015-01-02 04:49:21,2015-01-02 04:49:21,2014-12-02 22:50:36,Jason Bourne
SC1,d9377232-109f-4297-aefe-656cbdc268f6,2014-04-23 16:53:32,2014-04-23 16:53:32,2014-04-12 09:40:44,Ellen Ripley
SC1,deb5056e-d523-4e9b-966f-022bd90b4f3b,2015-09-16 14:26:05,2015-09-17 14:39:21,2015-09-03 03:03:39,Indiana Jones
SC1,102413c9-74b8-46ba-a1dc-a30266d60ef2,2010-06-15 22:06:35,2010-06-15 22:06:35,2010-06-03 19:09:03,Forrest Gump
SC1,49fa550b-4211-451b-a700-a02544e9e9d4,2016-02-23 16:48:43,2016-02-23 16:48:43,2016-01-26 22:22:37,Ellen Ripley
SC1,8138bb7e-276a-4b87-bd78-2438cf2ee5dc,2017-01-24 13:43:22,2017-01-24 13:43:22,2017-01-11 17:37:29,Norman Bates
SC1,89f245ab-1a6f-464a-9a00-a44ea0b9263f,2018-08-24 12:19:48,2018-09-01 05:42:13,2018-08-12 23:29:03,Rick Blaine
SC1,24bc9c75-a01f-4d5c-bb9b-e6eac776c3db,2019-07-07 10:30:06,2019-07-10 14:09:59,2019-06-09 09:19:04,Don Corleone
SC1,774a7fbe-94f8-4c33-aed8-920b04c75577,2014-08-22 04:43:05,2014-08-22 04:43:05,2014-08-09 19:27:49,Daenerys Targaryen
SC1,67b5522f-bffa-4e32-b419-0e414778d340,2019-03-26 20:28:21,2019-03-26 20:28:21,2019-03-09 10:10:26,Rocky Balboa
SC1,9cd747e4-35ce-4cf9-b079-118e0e2187bc,2015-06-21 23:28:29,2015-06-28 16:12:29,2015-06-02 20:46:59,Walter White
SC1,d3012f29-0ea8-47e2-bd26-a489e19fa2d1,2011-01-04 10:17:11,2011-01-04 10:17:11,2010-12-18 11:34:48,Atticus Finch
SC1,41507a4c-48c7-4c33-a944-7906e90e7040,2010-08-27 05:38:05,2010-08-27 05:38:05,2010-07-30 21:01:06,Daenerys Targaryen
SC1,90d8f41b-176d-4682-b441-f34cdf7c32dd,2011-01-31 21:49:04,2011-01-31 21:49:04,2011-01-08 08:59:25,Robert Axelrod
SC1,79fd8f14-3a47-49f8-bee1-0ad04d3effe7,2012-11-18 04:18:36,2012-11-20 20:43:48,2012-11-13 02:21:07,Michael Corleone
SC1,1718c3c7-b5ca-4805-a386-3f0c6ffdf20a,2012-10-29 02:01:45,2012-10-29 02:01:45,2012-10-22 03:22:24,James Bond
SC1,9869c1b9-d2a1-4e2e-b2b0-ac75427d6dd6,2015-11-14 18:19:24,2015-11-22 17:28:44,2015-11-06 17:37:08,Katniss Everdeen
SC1,aaf5e9bc-20f6-4d57-9b08-bf751b436d42,2015-12-21 03:31:07,2015-12-24 10:26:59,2015-12-03 08:27:58,Michael Corleone
SC1,455d669e-8e48-4ac5-b913-ee28a1b23636,2012-07-14 08:20:30,2012-07-14 08:20:30,2012-07-07 00:38:55,Jason Bourne
SC1,7d4004df-35b1-4c1b-a45a-79ad8876136f,2012-06-09 10:42:20,2012-06-09 10:42:20,2012-05-13 02:08:16,Jon Snow
SC1,1d60b4d0-5d80-4116-bdda-066bda87ebff,2012-03-27 13:42:51,2012-03-27 13:42:51,2012-02-26 19:58:21,Jack Dawson
SC1,dcf89e45-396e-4293-812e-e4c151461c8d,2012-11-17 06:39:08,2012-11-17 06:39:08,2012-10-23 18:22:39,Marty McFly
SC1,c9ac2ed5-38cc-460b-a28c-2457196e4aea,2011-02-24 10:42:39,2011-02-24 10:42:39,2011-02-13 20:33:55,Ferris Bueller
SC1,0a5438bc-8fb7-4553-bc05-1d521fd05980,2016-01-01 00:06:57,2016-01-08 03:51:33,2015-12-04 03:03:08,Leia Organa
SC1,a971b9be-121e-44f1-a7dd-bd0c89a60147,2010-04-02 13:28:55,2010-04-02 13:28:55,2010-03-03 23:22:17,John Wick
SC1,a9376add-52b9-44ee-9924-5de7f9bc932a,2012-08-26 22:01:39,2012-08-26 22:01:39,2012-07-27 20:37:09,Clarice Starling
SC1,126e3a92-cbb1-4645-b2ce-c36bd1de4684,2014-05-21 18:35:33,2014-05-21 18:35:33,2014-04-27 19:36:20,Tony Montana
SC1,8a5f20fc-8abe-4da5-a289-a1c50b69f00a,2017-06-08 20:48:03,2017-06-14 04:58:19,2017-05-29 00:30:04,Atticus Finch
SC1,c5e43169-8e2f-4009-a406-3ef0fd5c01cf,2013-04-26 08:07:02,2013-04-26 08:07:02,2013-04-08 10:29:03,Sheldon Cooper
SC1,022f280f-2e54-4fe6-af49-d94ff6beed71,2015-11-13 00:49:59,2015-11-13 00:49:59,2015-11-07 08:23:04,Jon Snow
SC1,0ef02344-249c-4456-812a-4e8ba340a584,2016-07-27 17:18:35,2016-07-27 17:18:35,2016-07-02 21:52:25,Hannibal Lecter
SC1,949443e0-6ecf-43f5-8195-de051ed56c69,2013-01-12 04:36:34,2013-01-12 04:36:34,2012-12-15 15:29:56,Luke Skywalker
SC1,659182d3-cccc-4c55-821f-de5046b4d38f,2010-07-14 07:46:06,2010-07-14 07:46:06,2010-06-24 07:05:12,Darth Vader
SC1,9affba0e-5434-4fac-9add-82c8e095064e,2011-01-13 14:29:15,2011-01-13 14:29:15,2010-12-28 18:39:09,Michael Corleone
SC1,7438af41-f7d6-4e1b-b0de-a879470075c8,2013-10-01 04:17:02,2013-10-01 04:17:02,2013-09-11 17:21:24,John Wick
SC1,35168e3d-ac10-4a2f-a134-8d7734fdbba6,2015-09-22 19:12:53,2015-09-26 08:45:26,2015-08-23 10:10:45,Frodo Baggins
SC1,6c7dd40a-d7c0-4796-ac1a-a6b9cb3338ad,2017-05-25 14:10:32,2017-05-31 05:57:37,2017-05-15 13:10:31,Robert Axelrod
SC1,312f5132-9585-4e30-9af4-dc418311d142,2011-07-26 19:37:36,2011-07-26 19:37:36,2011-06-29 08:15:28,Ellen Ripley
SC1,ad93df53-794b-48ca-9414-d9631e900eaa,2011-09-06 19:26:35,2011-09-06 19:26:35,2011-08-25 17:46:00,Indiana Jones
SC1,7829542c-2e83-4b2d-bfc0-6a6cb152432d,2012-07-24 00:21:20,2012-07-24 00:21:20,2012-06-24 02:46:02,John Wick
SC1,f85ec966-db6a-4f1f-9e15-14831c5a1f67,2012-02-05 00:37:42,2012-02-05 00:37:42,2012-02-03 18:22:56,Atticus Finch
SC1,08644eb2-fcb3-451f-8499-927e91b4fbcc,2017-04-28 02:22:14,2017-05-01 02:52:09,2017-03-31 17:08:19,Travis Bickle
SC1,db890300-2647-4723-8875-b89d9f8c923c,2013-12-19 09:30:03,2013-12-19 09:30:03,2013-11-24 12:43:32,Frodo Baggins
SC1,6e4e4071-1bd4-4681-9d43-b0419ef99348,2012-06-03 02:27:04,2012-06-03 02:27:04,2012-05-23 21:15:23,Daenerys Targaryen
SC1,6be91606-6685-4840-9d2a-e2a4d09928c9,2013-08-18 22:11:15,2013-08-23 02:26:28,2013-08-01 07:20:25,Jon Snow
SC1,2d1cabec-092c-46d9-a767-78f866fe20e4,2019-04-14 22:14:53,2019-04-14 22:14:53,2019-04-11 15:01:41,Harry Potter
SC1,170b228f-d84c-4abe-9126-c22752d7258b,2018-04-19 20:57:15,2018-04-19 20:57:15,2018-03-29 22:38:37,Travis Bickle
SC1,68485b89-8d7d-4ee6-b879-198e90ed575c,2013-07-31 05:54:29,2013-07-31 05:54:29,2013-07-24 19:39:54,Robert Axelrod
SC1,9ccac229-838f-49c1-b6a4-259c9a04a752,2015-03-07 22:07:02,2015-03-07 22:07:02,2015-02-26 18:22:11,Darth Vader
SC1,24fdafd7-6685-43d7-8199-cf7200d275c1,2014-11-11 06:41:15,2014-11-17 16:18:58,2014-11-10 02:13:27,Luke Skywalker
SC1,262cc14e-4619-4c2a-b1af-2c44bcfac12f,2016-04-18 18:23:25,2016-04-18 18:23:25,2016-04-07 20:07:46,Dorothy Gale
SC1,82c26396-adcb-4764-9a54-aa7cf5c6bab2,2013-05-12 03:56:26,2013-05-12 03:56:26,2013-04-15 21:54:46,Marty McFly
SC1,3e8a3724-4bc0-4934-a1f6-0469a4a3eef5,2009-06-22 12:32:55,2009-06-22 12:32:55,2009-06-17 18:15:17,Clarice Starling
SC1,1415908a-1967-4522-9d5a-0a85d4cbaa1e,2013-10-01 05:19:09,2013-10-01 05:19:09,2013-09-27 16:39:23,Katniss Everdeen
SC1,eff4f3f5-3734-4933-8290-8a856c3999be,2014-06-04 20:39:42,2014-06-04 20:39:42,2014-05-07 12:21:31,Dorothy Gale
SC1,21c832d4-eff1-4c09-a16d-1a7428e02ea2,2013-09-09 03:22:31,2013-09-09 03:22:31,2013-08-16 15:07:19,Holly Golightly
SC1,3288e067-1245-4642-b911-e6d2d0bb3ec4,2011-03-01 05:16:20,2011-03-01 05:16:20,2011-02-26 13:47:45,Rocky Balboa
SC1,53df3693-6077-40d2-aa65-dea59ee81883,2020-01-12 04:15:33,2020-01-12 04:15:33,2019-12-21 10:35:25,Luke Skywalker
SC1,57120f26-d08a-4e5c-a1f5-6f5a33ceedb2,2012-02-11 04:22:51,2012-02-11 04:22:51,2012-01-16 07:16:09,Lara Croft
SC1,fd2359b1-041a-4952-aea2-0496a27deab0,2017-06-23 07:38:27,2017-06-23 07:38:27,2017-06-04 05:15:13,Jack Sparrow
SC1,397e07a5-f874-4685-ae89-d363d8c2f4ab,2010-06-23 22:28:19,2010-06-23 22:28:19,2010-06-04 14:47:09,Tyler Durden
SC1,fa8fbe6c-0c56-4f5f-a277-53b40293fd1d,2018-07-13 19:56:07,2018-07-13 19:56:07,2018-06-28 08:28:15,Darth Vader
SC1,5e50eb4d-01ab-4703-859e-e5cb4a0974c8,2017-09-20 06:03:32,2017-09-25 18:41:39,2017-09-12 22:26:18,Michael Corleone
SC1,e6a2be91-8a61-465b-973d-39b42583a153,2013-05-25 09:53:42,2013-05-25 09:53:42,2013-04-24 14:43:47,Harry Potter
SC1,2ed14e30-5dc5-4e2d-bc78-5ab3e83b522c,2013-04-10 04:38:01,2013-04-10 04:38:01,2013-04-08 01:11:38,Ferris Bueller
SC1,5aa9df6e-3111-450c-a492-7e7fccbb047d,2018-07-02 15:32:38,2018-07-02 15:32:38,2018-06-10 21:53:02,John Wick
SC1,9e06f576-f630-46f7-92e3-8dd4520a4188,2017-05-24 04:37:44,2017-05-27 20:45:16,2017-05-12 14:28:51,Travis Bickle
SC1,2217599e-bb37-4ad3-981e-0c1d67ea40dd,2018-11-05 01:05:56,2018-11-12 15:04:10,2018-10-20 23:11:06,Walter White
SC1,6e275c2e-4400-428f-8819-9c4981093c79,2011-07-08 21:54:39,2011-07-08 21:54:39,2011-06-29 21:07:35,Vito Corleone
SC1,e7328cb1-2956-424b-9d03-579831ae8ef9,2015-12-05 04:28:07,2015-12-05 04:28:07,2015-11-22 05:17:51,Tony Montana
SC1,3989acc3-51f6-4b8e-838e-7d7e86a88ea9,2014-12-29 01:41:23,2015-01-02 23:11:32,2014-12-17 21:16:11,Leia Organa
SC1,70b4e0e8-2ada-402f-b0b0-f30d64c6aa42,2010-07-17 20:01:52,2010-07-21 02:32:34,2010-07-03 05:03:16,Clarice Starling
SC1,c080e82d-3138-4d95-bb3e-68875276d83d,2017-09-08 05:17:39,2017-09-08 05:17:39,2017-08-10 11:22:15,Lara Croft
SC1,a8d04801-389d-428e-9ae3-6a1b17462ffd,2018-03-14 23:03:30,2018-03-14 23:03:30,2018-02-20 18:43:16,Ellen Ripley
SC1,ccf0d394-d04e-421e-a23e-251a396fc608,2011-01-13 18:46:50,2011-01-16 19:20:10,2011-01-03 08:58:31,Tony Stark
SC1,c76364e5-b428-48b7-b1f4-50e5baaa4b04,2010-10-21 00:50:20,2010-10-21 00:50:20,2010-10-10 00:51:24,Hermione Granger
SC1,5d491b31-315d-47f4-93d1-8e44c92787ef,2012-08-05 16:26:49,2012-08-05 16:26:49,2012-07-11 04:13:59,James Bond
SC1,41c2b1c8-f5c5-4cfb-b353-ff7a226b6daa,2019-11-19 06:06:32,2019-11-19 06:06:32,2019-10-27 23:38:54,Hermione Granger
SC1,71282219-2134-47fa-8c4f-fbb1e12f78fd,2017-04-21 11:19:31,2017-04-21 11:19:31,2017-04-03 11:06:18,Atticus Finch
SC1,8f7d01a0-f98c-48e9-b31d-024e0d809bb4,2013-03-04 00:54:15,2013-03-05 20:53:23,2013-02-19 14:51:56,Jason Bourne
SC1,e5a9e15a-356d-4197-aa8a-65dce713fa33,2010-07-08 13:46:01,2010-07-08 13:46:01,2010-06-30 07:15:54,Jon Snow
SC1,22d55d2c-19cb-4b6b-98d0-d7493caab4d3,2015-03-13 12:22:37,2015-03-13 12:22:37,2015-02-12 02:47:26,Forrest Gump
SC1,e9f84ff1-16e0-4aab-a339-b441699572a1,2019-03-26 22:25:05,2019-03-26 22:25:05,2019-02-24 19:03:39,Lara Croft
SC1,f320046e-9f16-42a1-ac74-2ffee70b5c7a,2012-11-19 18:15:54,2012-11-19 18:15:54,2012-11-14 12:42:35,Harry Potter
SC1,1296f6f8-2cdf-418a-bc6c-52d27f04b1b1,2011-03-19 00:39:14,2011-03-24 07:53:44,2011-03-01 19:12:24,Rocky Balboa
SC1,1b94b5b1-9564-4091-b9ef-c874c4d70eb9,2019-02-12 09:00:42,2019-02-12 09:00:42,2019-02-09 05:53:21,Walter White
SC1,27950c9e-d8e8-4de5-8717-c4041062ee30,2010-12-13 07:55:16,2010-12-13 07:55:16,2010-11-26 15:57:57,Holly Golightly
SC1,ec0d318a-b827-4469-a82b-5b931b1afe84,2016-07-19 22:13:30,2016-07-19 22:13:30,2016-07-02 02:40:58,Daenerys Targaryen
SC1,dd482f39-2dd1-44b9-82b7-6fb8433756af,2011-12-28 18:34:30,2011-12-28 18:34:30,2011-12-08 07:29:41,Ellen Ripley
SC1,91aeecae-a57c-45f4-a084-8587ba22e8e6,2019-10-01 16:22:59,2019-10-01 16:22:59,2019-09-05 23:00:54,Jason Bourne
SC1,ea479910-de08-42b7-9ac5-e2210e5a5836,2018-06-19 01:52:14,2018-06-19 01:52:14,2018-05-31 09:27:22,Vito Corleone
SC1,33f7e683-4563-44a6-9172-7b0fb6cb583a,2016-10-20 12:19:17,2016-10-24 08:59:53,2016-10-04 22:35:20,Ethan Hunt
SC1,295db0d6-1f18-475e-86f9-5bfb4c652a10,2016-01-09 16:40:24,2016-01-09 16:40:24,2015-12-16 21:03:52,Clarice Starling
SC1,b38889ec-1acd-4b54-83cb-8f0ddf3e9fe3,2017-09-20 23:02:10,2017-09-20 23:02:10,2017-09-09 04:27:56,Forrest Gump
SC1,1d2d3269-e7ff-48da-a56d-ce0df3bddcba,2016-07-20 10:48:45,2016-07-23 13:21:00,2016-07-10 00:57:31,Indiana Jones
SC1,cf2276d9-c01b-477e-bc4e-87351315074a,2018-04-29 13:57:40,2018-04-29 13:57:40,2018-04-24 19:49:15,Rocky Balboa
SC1,6265bac9-2012-4b49-a3b6-605c2fad28e5,2012-11-14 20:21:06,2012-11-21 18:32:41,2012-11-13 11:40:33,Jack Sparrow
SC1,54cbe663-e03d-4868-a5a3-fc8c8cee6926,2009-12-06 17:26:17,2009-12-06 17:26:17,2009-11-20 17:45:51,Jack Dawson
SC1,3ee0359e-b116-40c1-ada2-ddddf3d19440,2019-04-23 11:37:40,2019-04-23 11:37:40,2019-04-08 20:05:16,Tony Montana
SC1,746ec74a-6e12-4d22-9a93-a5924c598bdf,2012-09-16 22:43:43,2012-09-18 09:19:57,2012-08-29 22:35:33,Tyler Durden
SC1,6c4ee309-6cac-4774-bba4-bbe727a73aa7,2009-11-25 03:48:54,2009-11-25 03:48:54,2009-10-31 22:09:50,John Wick
SC1,5a26d539-dcea-4101-8ee2-b9c295c0b6df,2009-11-19 22:28:38,2009-11-19 22:28:38,2009-11-13 05:02:53,Ethan Hunt
SC1,de9fbd5f-a3e9-442a-ac14-4a11c73d39ea,2018-09-11 03:04:10,2018-09-15 22:32:33,2018-08-14 14:28:37,Vito Corleone
SC1,53e97bad-bb72-4ce9-af62-8e5aad9b4373,2016-06-19 03:16:01,2016-06-19 03:16:01,2016-06-16 02:05:22,Don Corleone
SC1,474167ec-7bc4-4ca5-96b9-6b9753eadb26,2018-08-20 01:05:55,2018-08-20 01:05:55,2018-07-30 18:12:04,Jack Dawson
SC1,647abe96-f055-4a61-b998-8e57a556e653,2015-04-02 05:02:26,2015-04-02 05:02:26,2015-03-28 09:41:58,Jack Dawson
SC1,40a8acd7-03d7-45ee-8bfc-3ba76bd76d5b,2010-06-02 09:43:58,2010-06-02 09:43:58,2010-05-03 03:14:25,Holly Golightly
SC1,4332e167-2b93-406c-ae71-0069afce7501,2016-04-17 14:02:44,2016-04-22 03:11:16,2016-03-20 00:20:17,Leia Organa
SC1,1a0c1c9c-6b99-4f56-b9eb-ea2c378528af,2017-05-05 17:19:40,2017-05-05 17:19:40,2017-04-21 13:28:53,James Bond
SC1,09418c53-bf71-422a-a6a0-b568bb5b6cfd,2015-05-04 01:23:37,2015-05-04 01:23:37,2015-04-19 19:26:46,James Bond
SC1,25386310-2e8b-46e0-a45e-76131ff1125a,2010-05-19 19:03:49,2010-05-25 05:00:53,2010-04-30 14:32:52,Rocky Balboa
SC1,ffea8d18-0148-4458-9139-9d58f9525e70,2013-08-01 02:46:19,2013-08-01 02:46:19,2013-07-18 08:15:55,Walter White
SC1,3c8c29b6-15bf-4872-9b8a-ff0037ec1370,2010-08-16 18:15:36,2010-08-16 18:15:36,2010-07-18 08:56:58,Luke Skywalker
SC1,55b1b92b-133d-448b-bd64-d2ffe37601c9,2011-03-24 03:30:40,2011-03-24 03:30:40,2011-02-25 04:20:09,Jack Dawson
SC1,17e7bc40-a5cb-43c4-b4e9-012ec6cac39e,2018-06-13 14:14:54,2018-06-13 14:14:54,2018-06-08 06:54:11,Vito Corleone
SC1,d23b09b5-1be0-4652-a111-d8352bd98b41,2010-09-03 05:35:01,2010-09-03 05:35:01,2010-08-06 04:42:26,Norman Bates
SC1,b1fbf917-632f-40a8-a762-1d6a8e1cf7dd,2010-03-21 09:59:41,2010-03-26 16:21:58,2010-02-26 16:04:36,Don Corleone
SC1,9febee15-357d-4c6d-9815-39ae0c0c7c9d,2014-09-23 08:00:59,2014-09-23 08:00:59,2014-08-31 21:21:09,Sheldon Cooper
SC1,9f487bdc-a12a-498d-bc67-0209ff7f5041,2013-05-04 01:13:49,2013-05-06 09:03:31,2013-05-01 01:37:22,Norman Bates
SC1,c4b745e8-2efa-4c38-bd7e-fcb9f799f81a,2010-09-17 02:59:21,2010-09-17 02:59:21,2010-09-14 16:32:48,Ferris Bueller
SC1,e3064b58-62e5-461c-a223-7841c6d52877,2014-02-07 05:29:12,2014-02-07 05:29:12,2014-01-17 14:10:43,Tony Stark
SC1,10f1f32e-a387-4553-995c-6299fc585ab3,2012-03-03 22:09:58,2012-03-03 22:09:58,2012-02-20 21:44:19,James Bond
SC1,50c51e20-d75c-49d2-8839-3dd58c667025,2019-03-05 01:17:03,2019-03-11 09:41:19,2019-02-14 03:06:27,Katniss Everdeen
SC1,77185049-4b0f-488d-92b2-d9ed91759202,2012-09-27 00:15:37,2012-09-27 00:15:37,2012-09-20 13:34:42,Don Corleone
SC1,3861f081-09f2-4606-aa10-e816a360ec67,2013-12-10 15:50:28,2013-12-13 01:51:34,2013-11-22 15:28:37,Jack Dawson
SC1,04108eb7-dbd3-4e15-b640-0a722862179c,2019-06-23 21:21:22,2019-06-23 21:21:22,2019-06-01 20:18:11,John Wick
SC1,23adfd3a-e796-498e-b8e1-c9b75b2942bf,2016-05-11 01:00:45,2016-05-11 01:00:45,2016-04-11 21:01:46,Jon Snow
SC1,97990178-3e91-432a-bc53-57d417712a7b,2015-05-06 23:45:15,2015-05-10 14:39:19,2015-04-23 14:14:59,Frodo Baggins
SC1,d9a0a6e7-7a2f-4d79-8232-aaeaad3f9b27,2009-06-22 13:17:15,2009-06-22 13:17:15,2009-06-21 08:42:35,Lara Croft
SC1,198f9b37-ffd7-4f20-99fb-0462430bb408,2017-06-06 12:41:09,2017-06-13 12:33:26,2017-05-19 10:42:49,Walter White
SC1,18740923-1d57-4451-91c4-5705f190e6dc,2012-07-21 04:48:03,2012-07-21 04:48:03,2012-07-15 16:47:05,Atticus Finch
SC1,51acd685-bf9e-410c-90de-35f3b8ca784b,2012-12-21 16:26:45,2012-12-21 16:26:45,2012-11-24 19:11:38,Katniss Everdeen
SC1,dd611103-6384-4c72-8932-7cdfdedf5611,2014-03-06 15:58:22,2014-03-06 15:58:22,2014-02-07 17:30:44,Harry Potter
SC1,6aec1211-dcc6-431b-aa5f-9ac2bb35c59e,2019-08-12 18:21:38,2019-08-12 18:21:38,2019-08-03 17:20:21,Darth Vader
SC1,97aa2dcb-a6f3-43fc-9421-4bb06bc817a2,2018-08-26 09:50:01,2018-09-01 01:03:58,2018-08-22 02:29:34,John Wick
SC1,6de02f4e-6cc6-4387-a950-6e90a31e341c,2009-08-16 18:42:23,2009-08-23 18:35:07,2009-08-09 20:07:27,Ferris Bueller
SC1,2164d16a-6b1d-449c-ad05-322279563b85,2015-04-10 01:50:18,2015-04-10 01:50:18,2015-04-07 17:07:29,Michael Corleone
SC1,24e66115-80b4-4a7e-ad50-d927e09b3b25,2018-08-21 20:16:10,2018-08-22 20:24:12,2018-07-23 17:08:38,Ellen Ripley
SC1,7a196aae-eead-40d0-bc7e-c81198cccc74,2017-05-18 20:12:33,2017-05-18 20:12:33,2017-05-16 08:20:14,Hermione Granger
